variable,exposure_type,exposure_value,exposure_probability,lag_window,reference_value,RR,model_key,specification_order
t2m,lag,27.05423508,0.88,9,17.83579852,1.00355813844537,t2m__lag,1
t2m,lag,27.05423508,0.88,10,17.83579852,1.01621672753002,t2m__lag,1
t2m,lag,28.01429774,0.91,0,17.83579852,1.04514989901361,t2m__lag,1
t2m,lag,28.01429774,0.91,1,17.83579852,1.02419126941969,t2m__lag,1
t2m,lag,28.01429774,0.91,2,17.83579852,1.00511160246737,t2m__lag,1
t2m,lag,28.01429774,0.91,3,17.83579852,0.989256616878295,t2m__lag,1
t2m,lag,28.01429774,0.91,4,17.83579852,0.977903121545359,t2m__lag,1
t2m,lag,28.01429774,0.91,5,17.83579852,0.97231194787144,t2m__lag,1
t2m,lag,28.01429774,0.91,6,17.83579852,0.973327111882889,t2m__lag,1
t2m,lag,28.01429774,0.91,7,17.83579852,0.980020003865336,t2m__lag,1
t2m,lag,28.01429774,0.91,8,17.83579852,0.991067537995944,t2m__lag,1
t2m,lag,28.01429774,0.91,9,17.83579852,1.00515496614502,t2m__lag,1
t2m,lag,28.01429774,0.91,10,17.83579852,1.02092426127619,t2m__lag,1
t2m,lag,29.11824125,0.94,0,17.83579852,1.05064355765906,t2m__lag,1
t2m,lag,29.11824125,0.94,1,17.83579852,1.02576594729343,t2m__lag,1
t2m,lag,29.11824125,0.94,2,17.83579852,1.00324011818118,t2m__lag,1
t2m,lag,29.11824125,0.94,3,17.83579852,0.98466608260942,t2m__lag,1
t2m,lag,29.11824125,0.94,4,17.83579852,0.97154803769004,t2m__lag,1
t2m,lag,29.11824125,0.94,5,17.83579852,0.965371623685475,t2m__lag,1
t2m,lag,29.11824125,0.94,6,17.83579852,0.967138978470318,t2m__lag,1
t2m,lag,29.11824125,0.94,7,17.83579852,0.975749179357927,t2m__lag,1
t2m,lag,29.11824125,0.94,8,17.83579852,0.989643359127721,t2m__lag,1
t2m,lag,29.11824125,0.94,9,17.83579852,1.0072718793131,t2m__lag,1
t2m,lag,29.11824125,0.94,10,17.83579852,1.0270189143369,t2m__lag,1
t2m,lag,30.36365407,0.97,0,17.83579852,1.0568899385641,t2m__lag,1
t2m,lag,30.36365407,0.97,1,17.83579852,1.02728897756872,t2m__lag,1
t2m,lag,30.36365407,0.97,2,17.83579852,1.00064719146183,t2m__lag,1
t2m,lag,30.36365407,0.97,3,17.83579852,0.978859383665469,t2m__lag,1
t2m,lag,30.36365407,0.97,4,17.83579852,0.963687218796482,t2m__lag,1
t2m,lag,30.36365407,0.97,5,17.83579852,0.956871986156337,t2m__lag,1
t2m,lag,30.36365407,0.97,6,17.83579852,0.959600628005504,t2m__lag,1
t2m,lag,30.36365407,0.97,7,17.83579852,0.970575126927644,t2m__lag,1
t2m,lag,30.36365407,0.97,8,17.83579852,0.987971130264608,t2m__lag,1
t2m,lag,30.36365407,0.97,9,17.83579852,1.00997430787338,t2m__lag,1
t2m,lag,30.36365407,0.97,10,17.83579852,1.03467006862042,t2m__lag,1
t2m,mavg,1.02780312247944,0.01,0,17.9187098645455,0.87880471513149,t2m__mavg,2
t2m,mavg,1.02780312247944,0.01,1,17.9187098645455,0.90614496468003,t2m__mavg,2
t2m,mavg,1.02780312247944,0.01,2,17.9187098645455,0.933607526170311,t2m__mavg,2
t2m,mavg,1.02780312247944,0.01,3,17.9187098645455,0.960403481458516,t2m__mavg,2
t2m,mavg,1.02780312247944,0.01,4,17.9187098645455,0.985660121457846,t2m__mavg,2
t2m,mavg,1.02780312247944,0.01,5,17.9187098645455,1.00843075953412,t2m__mavg,2
t2m,mavg,1.02780312247944,0.01,6,17.9187098645455,1.02797998825687,t2m__mavg,2
t2m,mavg,1.02780312247944,0.01,7,17.9187098645455,1.04464486663467,t2m__mavg,2
t2m,mavg,1.02780312247944,0.01,8,17.9187098645455,1.05909951034147,t2m__mavg,2
t2m,mavg,1.02780312247944,0.01,9,17.9187098645455,1.07208095007389,t2m__mavg,2
t2m,mavg,1.02780312247944,0.01,10,17.9187098645455,1.08437563398589,t2m__mavg,2
t2m,mavg,3.5995212600303,0.04,0,17.9187098645455,0.897811650283819,t2m__mavg,2
t2m,mavg,3.5995212600303,0.04,1,17.9187098645455,0.924239664185179,t2m__mavg,2
t2m,mavg,3.5995212600303,0.04,2,17.9187098645455,0.95045227176606,t2m__mavg,2
t2m,mavg,3.5995212600303,0.04,3,17.9187098645455,0.975368471138732,t2m__mavg,2
t2m,mavg,3.5995212600303,0.04,4,17.9187098645455,0.997806081556874,t2m__mavg,2
t2m,mavg,3.5995212600303,0.04,5,17.9187098645455,1.01650368854773,t2m__mavg,2
t2m,mavg,3.5995212600303,0.04,6,17.9187098645455,1.03051593759114,t2m__mavg,2
t2m,mavg,3.5995212600303,0.04,7,17.9187098645455,1.04036526847326,t2m__mavg,2
t2m,mavg,3.5995212600303,0.04,8,17.9187098645455,1.04702249308371,t2m__mavg,2
t2m,mavg,3.5995212600303,0.04,9,17.9187098645455,1.05152322007281,t2m__mavg,2
t2m,mavg,3.5995212600303,0.04,10,17.9187098645455,1.05494074803843,t2m__mavg,2
t2m,mavg,4.978082747132,0.07,0,17.9187098645455,0.908061732379383,t2m__mavg,2
t2m,mavg,4.978082747132,0.07,1,17.9187098645455,0.933540215574358,t2m__mavg,2
t2m,mavg,4.978082747132,0.07,2,17.9187098645455,0.958648938090469,t2m__mavg,2
t2m,mavg,4.978082747132,0.07,3,17.9187098645455,0.982209143537881,t2m__mavg,2
t2m,mavg,4.978082747132,0.07,4,17.9187098645455,1.00294027048666,t2m__mavg,2
t2m,mavg,4.978082747132,0.07,5,17.9187098645455,1.01948723614073,t2m__mavg,2
t2m,mavg,4.978082747132,0.07,6,17.9187098645455,1.03085301788467,t2m__mavg,2
t2m,mavg,4.978082747132,0.07,7,17.9187098645455,1.03764148564303,t2m__mavg,2
t2m,mavg,4.978082747132,0.07,8,17.9187098645455,1.04093743361192,t2m__mavg,2
t2m,mavg,4.978082747132,0.07,9,17.9187098645455,1.0418848899258,t2m__mavg,2
t2m,mavg,4.978082747132,0.07,10,17.9187098645455,1.04165465554563,t2m__mavg,2
t2m,mavg,6.00510403978,0.1,0,17.9187098645455,0.915718675302112,t2m__mavg,2
t2m,mavg,6.00510403978,0.1,1,17.9187098645455,0.940247861746519,t2m__mavg,2
t2m,mavg,6.00510403978,0.1,2,17.9187098645455,0.964308603424499,t2m__mavg,2
t2m,mavg,6.00510403978,0.1,3,17.9187098645455,0.986680479969709,t2m__mavg,2
t2m,mavg,6.00510403978,0.1,4,17.9187098645455,1.00604462043992,t2m__mavg,2
t2m,mavg,6.00510403978,0.1,5,17.9187098645455,1.02101369079294,t2m__mavg,2
t2m,mavg,6.00510403978,0.1,6,17.9187098645455,1.03058014958095,t2m__mavg,2
t2m,mavg,6.00510403978,0.1,7,17.9187098645455,1.03539388642378,t2m__mavg,2
t2m,mavg,6.00510403978,0.1,8,17.9187098645455,1.0365962451511,t2m__mavg,2
t2m,mavg,6.00510403978,0.1,9,17.9187098645455,1.03538167513043,t2m__mavg,2
t2m,mavg,6.00510403978,0.1,10,17.9187098645455,1.03296289405153,t2m__mavg,2
t2m,mavg,6.85139651821,0.13,0,17.9187098645455,0.922038315984673,t2m__mavg,2
t2m,mavg,6.85139651821,0.13,1,17.9187098645455,0.945615897645106,t2m__mavg,2
t2m,mavg,6.85139651821,0.13,2,17.9187098645455,0.968656346238566,t2m__mavg,2
t2m,mavg,6.85139651821,0.13,3,17.9187098645455,0.989926671497156,t2m__mavg,2
t2m,mavg,6.85139651821,0.13,4,17.9187098645455,1.00810048655319,t2m__mavg,2
t2m,mavg,6.85139651821,0.13,5,17.9187098645455,1.02178916142433,t2m__mavg,2
t2m,mavg,6.85139651821,0.13,6,17.9187098645455,1.02999442042098,t2m__mavg,2
t2m,mavg,6.85139651821,0.13,7,17.9187098645455,1.03339206167323,t2m__mavg,2
t2m,mavg,6.85139651821,0.13,8,17.9187098645455,1.03314878992319,t2m__mavg,2
t2m,mavg,6.85139651821,0.13,9,17.9187098645455,1.03047854950446,t2m__mavg,2
t2m,mavg,6.85139651821,0.13,10,17.9187098645455,1.02660696779007,t2m__mavg,2
t2m,mavg,7.597306188,0.16,0,17.9187098645455,0.927613975597537,t2m__mavg,2
t2m,mavg,7.597306188,0.16,1,17.9187098645455,0.950217325405155,t2m__mavg,2
t2m,mavg,7.597306188,0.16,2,17.9187098645455,0.972233966406462,t2m__mavg,2
t2m,mavg,7.597306188,0.16,3,17.9187098645455,0.992437124537705,t2m__mavg,2
t2m,mavg,7.597306188,0.16,4,17.9187098645455,1.00951264754209,t2m__mavg,2
t2m,mavg,7.597306188,0.16,5,17.9187098645455,1.02209028636825,t2m__mavg,2
t2m,mavg,7.597306188,0.16,6,17.9187098645455,1.0291932926312,t2m__mavg,2
t2m,mavg,7.597306188,0.16,7,17.9187098645455,1.03150982167257,t2m__mavg,2
t2m,mavg,7.597306188,0.16,8,17.9187098645455,1.0302113692518,t2m__mavg,2
t2m,mavg,7.597306188,0.16,9,17.9187098645455,1.02651116226215,t2m__mavg,2
t2m,mavg,7.597306188,0.16,10,17.9187098645455,1.02162896538299,t2m__mavg,2
t2m,mavg,8.301369133445,0.19,0,17.9187098645455,0.932880153443009,t2m__mavg,2
t2m,mavg,8.301369133445,0.19,1,17.9187098645455,0.954440896517109,t2m__mavg,2
t2m,mavg,8.301369133445,0.19,2,17.9187098645455,0.975378833949333,t2m__mavg,2
t2m,mavg,8.301369133445,0.19,3,17.9187098645455,0.994488614990349,t2m__mavg,2
t2m,mavg,8.301369133445,0.19,4,17.9187098645455,1.01048438476788,t2m__mavg,2
t2m,mavg,8.301369133445,0.19,5,17.9187098645455,1.02203036920865,t2m__mavg,2
t2m,mavg,8.301369133445,0.19,6,17.9187098645455,1.02818153182733,t2m__mavg,2
t2m,mavg,8.301369133445,0.19,7,17.9187098645455,1.02962765757769,t2m__mavg,2
t2m,mavg,8.301369133445,0.19,8,17.9187098645455,1.02752856384456,t2m__mavg,2
t2m,mavg,8.301369133445,0.19,9,17.9187098645455,1.02308050369681,t2m__mavg,2
t2m,mavg,8.301369133445,0.19,10,17.9187098645455,1.01748218644436,t2m__mavg,2
t2m,mavg,9.08911478672,0.22,0,17.9187098645455,0.938774345234088,t2m__mavg,2
t2m,mavg,9.08911478672,0.22,1,17.9187098645455,0.959019537697534,t2m__mavg,2
t2m,mavg,9.08911478672,0.22,2,17.9187098645455,0.978615438136356,t2m__mavg,2
t2m,mavg,9.08911478672,0.22,3,17.9187098645455,0.996399271611656,t2m__mavg,2
t2m,mavg,9.08911478672,0.22,4,17.9187098645455,1.01113661342091,t2m__mavg,2
t2m,mavg,9.08911478672,0.22,5,17.9187098645455,1.02155024820982,t2m__mavg,2
t2m,mavg,9.08911478672,0.22,6,17.9187098645455,1.02674359665584,t2m__mavg,2
t2m,mavg,9.08911478672,0.22,7,17.9187098645455,1.02739567784394,t2m__mavg,2
t2m,mavg,9.08911478672,0.22,8,17.9187098645455,1.02463352660444,t2m__mavg,2
t2m,mavg,9.08911478672,0.22,9,17.9187098645455,1.0196147768666,t2m__mavg,2
t2m,mavg,9.08911478672,0.22,10,17.9187098645455,1.0134960143629,t2m__mavg,2
t2m,mavg,9.99084572280556,0.25,0,17.9187098645455,0.945521676395096,t2m__mavg,2
t2m,mavg,9.99084572280556,0.25,1,17.9187098645455,0.964057471921778,t2m__mavg,2
t2m,mavg,9.99084572280556,0.25,2,17.9187098645455,0.981934121984458,t2m__mavg,2
t2m,mavg,9.99084572280556,0.25,3,17.9187098645455,0.998062554818726,t2m__mavg,2
t2m,mavg,9.99084572280556,0.25,4,17.9187098645455,1.01129333985667,t2m__mavg,2
t2m,mavg,9.99084572280556,0.25,5,17.9187098645455,1.02044240707965,t2m__mavg,2
t2m,mavg,9.99084572280556,0.25,6,17.9187098645455,1.02468523288681,t2m__mavg,2
t2m,mavg,9.99084572280556,0.25,7,17.9187098645455,1.02467094759016,t2m__mavg,2
t2m,mavg,9.99084572280556,0.25,8,17.9187098645455,1.02146230166426,t2m__mavg,2
t2m,mavg,9.99084572280556,0.25,9,17.9187098645455,1.01614631494172,t2m__mavg,2
t2m,mavg,9.99084572280556,0.25,10,17.9187098645455,1.00980645282154,t2m__mavg,2
t2m,mavg,10.9298641039133,0.28,0,17.9187098645455,0.952538285730799,t2m__mavg,2
t2m,mavg,10.9298641039133,0.28,1,17.9187098645455,0.969062589401081,t2m__mavg,2
t2m,mavg,10.9298641039133,0.28,2,17.9187098645455,0.984943242479804,t2m__mavg,2
t2m,mavg,10.9298641039133,0.28,3,17.9187098645455,0.999195709910646,t2m__mavg,2
t2m,mavg,10.9298641039133,0.28,4,17.9187098645455,1.01078755169862,t2m__mavg,2
t2m,mavg,10.9298641039133,0.28,5,17.9187098645455,1.01865979719688,t2m__mavg,2
t2m,mavg,10.9298641039133,0.28,6,17.9187098645455,1.0220804126993,t2m__mavg,2
t2m,mavg,10.9298641039133,0.28,7,17.9187098645455,1.0216471367063,t2m__mavg,2
t2m,mavg,10.9298641039133,0.28,8,17.9187098645455,1.01832580014985,t2m__mavg,2
t2m,mavg,10.9298641039133,0.28,9,17.9187098645455,1.01310054950897,t2m__mavg,2
t2m,mavg,10.9298641039133,0.28,10,17.9187098645455,1.0069510152824,t2m__mavg,2
t2m,mavg,11.9021914831667,0.31,0,17.9187098645455,0.959752458602835,t2m__mavg,2
t2m,mavg,11.9021914831667,0.31,1,17.9187098645455,0.973996606614953,t2m__mavg,2
t2m,mavg,11.9021914831667,0.31,2,17.9187098645455,0.987640109248307,t2m__mavg,2
t2m,mavg,11.9021914831667,0.31,3,17.9187098645455,0.999829906298777,t2m__mavg,2
t2m,mavg,11.9021914831667,0.31,4,17.9187098645455,1.00967759840106,t2m__mavg,2
t2m,mavg,11.9021914831667,0.31,5,17.9187098645455,1.01627578264888,t2m__mavg,2
t2m,mavg,11.9021914831667,0.31,6,17.9187098645455,1.01900129011943,t2m__mavg,2
t2m,mavg,11.9021914831667,0.31,7,17.9187098645455,1.01838067440984,t2m__mavg,2
t2m,mavg,11.9021914831667,0.31,8,17.9187098645455,1.01525411447782,t2m__mavg,2
t2m,mavg,11.9021914831667,0.31,9,17.9187098645455,1.01047482115595,t2m__mavg,2
t2m,mavg,11.9021914831667,0.31,10,17.9187098645455,1.00489179210986,t2m__mavg,2
t2m,mavg,12.97256917356,0.34,0,17.9187098645455,0.967572598760916,t2m__mavg,2
t2m,mavg,12.97256917356,0.34,1,17.9187098645455,0.979156294724935,t2m__mavg,2
t2m,mavg,12.97256917356,0.34,2,17.9187098645455,0.990215149811128,t2m__mavg,2
t2m,mavg,12.97256917356,0.34,3,17.9187098645455,1.00005822654995,t2m__mavg,2
t2m,mavg,12.97256917356,0.34,4,17.9187098645455,1.00797153470636,t2m__mavg,2
t2m,mavg,12.97256917356,0.34,5,17.9187098645455,1.01322896516297,t2m__mavg,2
t2m,mavg,12.97256917356,0.34,6,17.9187098645455,1.01533493857523,t2m__mavg,2
t2m,mavg,12.97256917356,0.34,7,17.9187098645455,1.01472278678046,t2m__mavg,2
t2m,mavg,12.97256917356,0.34,8,17.9187098645455,1.01207513721783,t2m__mavg,2
t2m,mavg,12.97256917356,0.34,9,17.9187098645455,1.00808295798538,t2m__mavg,2
t2m,mavg,12.97256917356,0.34,10,17.9187098645455,1.00343414846644,t2m__mavg,2
t2m,mavg,13.9863297578,0.37,0,17.9187098645455,0.974799397295714,t2m__mavg,2
t2m,mavg,13.9863297578,0.37,1,17.9187098645455,0.98380150729527,t2m__mavg,2
t2m,mavg,13.9863297578,0.37,2,17.9187098645455,0.992373187751071,t2m__mavg,2
t2m,mavg,13.9863297578,0.37,3,17.9187098645455,0.99998428117538,t2m__mavg,2
t2m,mavg,13.9863297578,0.37,4,17.9187098645455,1.00609095525587,t2m__mavg,2
t2m,mavg,13.9863297578,0.37,5,17.9187098645455,1.01014226485548,t2m__mavg,2
t2m,mavg,13.9863297578,0.37,6,17.9187098645455,1.01176411377933,t2m__mavg,2
t2m,mavg,13.9863297578,0.37,7,17.9187098645455,1.01129352514837,t2m__mavg,2
t2m,mavg,13.9863297578,0.37,8,17.9187098645455,1.00925544659635,t2m__mavg,2
t2m,mavg,13.9863297578,0.37,9,17.9187098645455,1.00617979079571,t2m__mavg,2
t2m,mavg,13.9863297578,0.37,10,17.9187098645455,1.00259465566715,t2m__mavg,2
t2m,mavg,14.954160498,0.4,0,17.9187098645455,0.98147771519695,t2m__mavg,2
t2m,mavg,14.954160498,0.4,1,17.9187098645455,0.988036780318552,t2m__mavg,2
t2m,mavg,14.954160498,0.4,2,17.9187098645455,0.994270026899806,t2m__mavg,2
t2m,mavg,14.954160498,0.4,3,17.9187098645455,0.999799044375794,t2m__mavg,2
t2m,mavg,14.954160498,0.4,4,17.9187098645455,1.00423831818893,t2m__mavg,2
t2m,mavg,14.954160498,0.4,5,17.9187098645455,1.00719863404083,t2m__mavg,2
t2m,mavg,14.954160498,0.4,6,17.9187098645455,1.00841689730479,t2m__mavg,2
t2m,mavg,14.954160498,0.4,7,17.9187098645455,1.00813656944395,t2m__mavg,2
t2m,mavg,14.954160498,0.4,8,17.9187098645455,1.00673304611891,t2m__mavg,2
t2m,mavg,14.954160498,0.4,9,17.9187098645455,1.00458436501117,t2m__mavg,2
t2m,mavg,14.954160498,0.4,10,17.9187098645455,1.00206771904725,t2m__mavg,2
t2m,mavg,15.9936218401317,0.43,0,17.9187098645455,0.988345892105663,t2m__mavg,2
t2m,mavg,15.9936218401317,0.43,1,17.9187098645455,0.992390397323608,t2m__mavg,2
t2m,mavg,15.9936218401317,0.43,2,17.9187098645455,0.996228900883907,t2m__mavg,2
t2m,mavg,15.9936218401317,0.43,3,17.9187098645455,0.999635574446987,t2m__mavg,2
t2m,mavg,15.9936218401317,0.43,4,17.9187098645455,1.00238196589131,t2m__mavg,2
t2m,mavg,15.9936218401317,0.43,5,17.9187098645455,1.00423823475988,t2m__mavg,2
t2m,mavg,15.9936218401317,0.43,6,17.9187098645455,1.00504973751231,t2m__mavg,2
t2m,mavg,15.9936218401317,0.43,7,17.9187098645455,1.00496357965979,t2m__mavg,2
t2m,mavg,15.9936218401317,0.43,8,17.9187098645455,1.00420427616083,t2m__mavg,2
t2m,mavg,15.9936218401317,0.43,9,17.9187098645455,1.00299736708567,t2m__mavg,2
t2m,mavg,15.9936218401317,0.43,10,17.9187098645455,1.00156816321084,t2m__mavg,2
t2m,mavg,16.910367102,0.46,0,17.9187098645455,0.99408734197299,t2m__mavg,2
t2m,mavg,16.910367102,0.46,1,17.9187098645455,0.996081008598143,t2m__mavg,2
t2m,mavg,16.910367102,0.46,2,17.9187098645455,0.997972556975173,t2m__mavg,2
t2m,mavg,16.910367102,0.46,3,17.9187098645455,0.9996550950749,t2m__mavg,2
t2m,mavg,16.910367102,0.46,4,17.9187098645455,1.00102111363907,t2m__mavg,2
t2m,mavg,16.910367102,0.46,5,17.9187098645455,1.00196276734318,t2m__mavg,2
t2m,mavg,16.910367102,0.46,6,17.9187098645455,1.00240779825791,t2m__mavg,2
t2m,mavg,16.910367102,0.46,7,17.9187098645455,1.00242659801462,t2m__mavg,2
t2m,mavg,16.910367102,0.46,8,17.9187098645455,1.00212568950934,t2m__mavg,2
t2m,mavg,16.910367102,0.46,9,17.9187098645455,1.00161185286633,t2m__mavg,2
t2m,mavg,16.910367102,0.46,10,17.9187098645455,1.00099184204861,t2m__mavg,2
t2m,mavg,17.6793349596,0.49,0,17.9187098645455,0.998637826898842,t2m__mavg,2
t2m,mavg,17.6793349596,0.49,1,17.9187098645455,0.999081819264441,t2m__mavg,2
t2m,mavg,17.6793349596,0.49,2,17.9187098645455,0.999503307733432,t2m__mavg,2
t2m,mavg,17.6793349596,0.49,3,17.9187098645455,0.999879553821944,t2m__mavg,2
t2m,mavg,17.6793349596,0.49,4,17.9187098645455,1.00018778947085,t2m__mavg,2
t2m,mavg,17.6793349596,0.49,5,17.9187098645455,1.00040522992516,t2m__mavg,2
t2m,mavg,17.6793349596,0.49,6,17.9187098645455,1.0005166664518,t2m__mavg,2
t2m,mavg,17.6793349596,0.49,7,17.9187098645455,1.00053721318513,t2m__mavg,2
t2m,mavg,17.6793349596,0.49,8,17.9187098645455,1.00048958770501,t2m__mavg,2
t2m,mavg,17.6793349596,0.49,9,17.9187098645455,1.00039652081203,t2m__mavg,2
t2m,mavg,17.6793349596,0.49,10,17.9187098645455,1.00028074362396,t2m__mavg,2
t2m,mavg,18.4202017814286,0.52,0,17.9187098645455,1.00277326036895,t2m__mavg,2
t2m,mavg,18.4202017814286,0.52,1,17.9187098645455,1.00190356569824,t2m__mavg,2
t2m,mavg,18.4202017814286,0.52,2,17.9187098645455,1.00107699510677,t2m__mavg,2
t2m,mavg,18.4202017814286,0.52,3,17.9187098645455,1.00033578150608,t2m__mavg,2
t2m,mavg,18.4202017814286,0.52,4,17.9187098645455,0.999722048705004,t2m__mavg,2
t2m,mavg,18.4202017814286,0.52,5,17.9187098645455,0.999277856325774,t2m__mavg,2
t2m,mavg,18.4202017814286,0.52,6,17.9187098645455,0.999031167663922,t2m__mavg,2
t2m,mavg,18.4202017814286,0.52,7,17.9187098645455,0.998953648897856,t2m__mavg,2
t2m,mavg,18.4202017814286,0.52,8,17.9187098645455,0.999002976841243,t2m__mavg,2
t2m,mavg,18.4202017814286,0.52,9,17.9187098645455,0.999136880807426,t2m__mavg,2
t2m,mavg,18.4202017814286,0.52,10,17.9187098645455,0.999313097868423,t2m__mavg,2
t2m,mavg,19.2215712731091,0.55,0,17.9187098645455,1.00707333245345,t2m__mavg,2
t2m,mavg,19.2215712731091,0.55,1,17.9187098645455,1.00492483276636,t2m__mavg,2
t2m,mavg,19.2215712731091,0.55,2,17.9187098645455,1.00288129147164,t2m__mavg,2
t2m,mavg,19.2215712731091,0.55,3,17.9187098645455,1.00104227715,t2m__mavg,2
t2m,mavg,19.2215712731091,0.55,4,17.9187098645455,0.999506716091394,t2m__mavg,2
t2m,mavg,19.2215712731091,0.55,5,17.9187098645455,0.998373144759104,t2m__mavg,2
t2m,mavg,19.2215712731091,0.55,6,17.9187098645455,0.997706772244669,t2m__mavg,2
t2m,mavg,19.2215712731091,0.55,7,17.9187098645455,0.99744010525765,t2m__mavg,2
t2m,mavg,19.2215712731091,0.55,8,17.9187098645455,0.997472979964395,t2m__mavg,2
t2m,mavg,19.2215712731091,0.55,9,17.9187098645455,0.997705559245694,t2m__mavg,2
t2m,mavg,19.2215712731091,0.55,10,17.9187098645455,0.998038082780903,t2m__mavg,2
t2m,mavg,19.972399897503,0.58,0,17.9187098645455,1.01110678663447,t2m__mavg,2
t2m,mavg,19.972399897503,0.58,1,17.9187098645455,1.00778845636843,t2m__mavg,2
t2m,mavg,19.972399897503,0.58,2,17.9187098645455,1.00463274562505,t2m__mavg,2
t2m,mavg,19.972399897503,0.58,3,17.9187098645455,1.0017894930769,t2m__mavg,2
t2m,mavg,19.972399897503,0.58,4,17.9187098645455,0.999407038733248,t2m__mavg,2
t2m,mavg,19.972399897503,0.58,5,17.9187098645455,0.997632801680942,t2m__mavg,2
t2m,mavg,19.972399897503,0.58,6,17.9187098645455,0.996563902434758,t2m__mavg,2
t2m,mavg,19.972399897503,0.58,7,17.9187098645455,0.996097772658547,t2m__mavg,2
t2m,mavg,19.972399897503,0.58,8,17.9187098645455,0.996083106498871,t2m__mavg,2
t2m,mavg,19.972399897503,0.58,9,17.9187098645455,0.996369380132001,t2m__mavg,2
t2m,mavg,19.972399897503,0.58,10,17.9187098645455,0.996806283177204,t2m__mavg,2
t2m,mavg,20.6856039021867,0.61,0,17.9187098645455,1.01509407770026,t2m__mavg,2
t2m,mavg,20.6856039021867,0.61,1,17.9187098645455,1.01059385801018,t2m__mavg,2
t2m,mavg,20.6856039021867,0.61,2,17.9187098645455,1.00631920310052,t2m__mavg,2
t2m,mavg,20.6856039021867,0.61,3,17.9187098645455,1.0024722433078,t2m__mavg,2
t2m,mavg,20.6856039021867,0.61,4,17.9187098645455,0.999252374627966,t2m__mavg,2
t2m,mavg,20.6856039021867,0.61,5,17.9187098645455,0.996857320927102,t2m__mavg,2
t2m,mavg,20.6856039021867,0.61,6,17.9187098645455,0.995416788537306,t2m__mavg,2
t2m,mavg,20.6856039021867,0.61,7,17.9187098645455,0.994791122647607,t2m__mavg,2
t2m,mavg,20.6856039021867,0.61,8,17.9187098645455,0.994775491335479,t2m__mavg,2
t2m,mavg,20.6856039021867,0.61,9,17.9187098645455,0.995166489101096,t2m__mavg,2
t2m,mavg,20.6856039021867,0.61,10,17.9187098645455,0.995761097229937,t2m__mavg,2
t2m,mavg,21.37818918768,0.64,0,17.9187098645455,1.01924855259048,t2m__mavg,2
t2m,mavg,21.37818918768,0.64,1,17.9187098645455,1.01344778459626,t2m__mavg,2
t2m,mavg,21.37818918768,0.64,2,17.9187098645455,1.00794968072292,t2m__mavg,2
t2m,mavg,21.37818918768,0.64,3,17.9187098645455,1.00301799574759,t2m__mavg,2
t2m,mavg,21.37818918768,0.64,4,17.9187098645455,0.998911924580699,t2m__mavg,2
t2m,mavg,21.37818918768,0.64,5,17.9187098645455,0.995887930394808,t2m__mavg,2
t2m,mavg,21.37818918768,0.64,6,17.9187098645455,0.994113578338565,t2m__mavg,2
t2m,mavg,21.37818918768,0.64,7,17.9187098645455,0.993404999589732,t2m__mavg,2
t2m,mavg,21.37818918768,0.64,8,17.9187098645455,0.993494062952854,t2m__mavg,2
t2m,mavg,21.37818918768,0.64,9,17.9187098645455,0.994114962261522,t2m__mavg,2
t2m,mavg,21.37818918768,0.64,10,17.9187098645455,0.995002436585576,t2m__mavg,2
t2m,mavg,22.0627521283333,0.67,0,17.9187098645455,1.0237593066492,t2m__mavg,2
t2m,mavg,22.0627521283333,0.67,1,17.9187098645455,1.01644177699396,t2m__mavg,2
t2m,mavg,22.0627521283333,0.67,2,17.9187098645455,1.00952739242695,t2m__mavg,2
t2m,mavg,22.0627521283333,0.67,3,17.9187098645455,1.00335731655484,t2m__mavg,2
t2m,mavg,22.0627521283333,0.67,4,17.9187098645455,0.998265372519928,t2m__mavg,2
t2m,mavg,22.0627521283333,0.67,5,17.9187098645455,0.994581138111069,t2m__mavg,2
t2m,mavg,22.0627521283333,0.67,6,17.9187098645455,0.992519152022376,t2m__mavg,2
t2m,mavg,22.0627521283333,0.67,7,17.9187098645455,0.991839500149795,t2m__mavg,2
t2m,mavg,22.0627521283333,0.67,8,17.9187098645455,0.992194407633038,t2m__mavg,2
t2m,mavg,22.0627521283333,0.67,9,17.9187098645455,0.993239684288651,t2m__mavg,2
t2m,mavg,22.0627521283333,0.67,10,17.9187098645455,0.994631726989155,t2m__mavg,2
t2m,mavg,22.7352023355556,0.7,0,17.9187098645455,1.02870845625747,t2m__mavg,2
t2m,mavg,22.7352023355556,0.7,1,17.9187098645455,1.01959614617216,t2m__mavg,2
t2m,mavg,22.7352023355556,0.7,2,17.9187098645455,1.01101872025897,t2m__mavg,2
t2m,mavg,22.7352023355556,0.7,3,17.9187098645455,1.00341475287472,t2m__mavg,2
t2m,mavg,22.7352023355556,0.7,4,17.9187098645455,0.997211266097468,t2m__mavg,2
t2m,mavg,22.7352023355556,0.7,5,17.9187098645455,0.992828914100048,t2m__mavg,2
t2m,mavg,22.7352023355556,0.7,6,17.9187098645455,0.990540629247875,t2m__mavg,2
t2m,mavg,22.7352023355556,0.7,7,17.9187098645455,0.990035384732216,t2m__mavg,2
